	tetracycline_efflux_MFS_transporter_Tet(B)	tetracycline_repressor_protein_class_A(tetR)	tetracycline_efflux_MFS_transporter_Tet(G)	tetracycline_resistance_transcriptional_repressor_TetR(G)	tetracycline_efflux_MFS_transporter_Tet(D)	Group
HenanCDC_SMLH2022046	0	1	0	0	0	R
HenanCDC_SMLH2022055	0	1	0	0	0	R
HenanCDC_SMLH2022065	0	1	0	0	0	R
HenanCDC_SMNY2022001	0	0	0	0	0	R
HenanCDC_SMNY2022003	0	1	0	0	0	R
HenanCDC_SMNY2022004	0	0	0	0	0	R
HenanCDC_SMNY2022006	0	1	0	0	0	R
HenanCDC_SMNY2022036	0	1	0	0	0	R
HenanCDC_SMNY2022079	0	0	0	0	0	R
HenanCDC_SMNYL2022016	0	1	0	0	0	R
HenanCDC_SMNYS2022009-2	0	0	0	0	0	R
HenanCDC_SMPDS2022013	0	1	0	0	0	R
HenanCDC_SMPDS2022015	0	1	0	0	0	R
HenanCDC_SMPDS2022022	0	1	0	0	0	R
HenanCDC_SMPDS2022025	0	1	0	0	0	R
HenanCDC_SMPDS2022031	0	1	0	0	0	R
HenanCDC_SMPDS2022032	0	1	0	0	0	R
HenanCDC_SMPDS2022071	0	1	0	0	0	R
HenanCDC_SMPDS2022072	0	1	0	0	0	R
HenanCDC_SMPDS2022075	0	1	0	0	0	R
HenanCDC_SMPDS2022077	0	1	0	0	0	R
HenanCDC_SMPDS2022078	0	1	0	0	0	R
HenanCDC_SMPDS2022079	0	1	0	0	0	R
HenanCDC_SMPDS2022080	0	1	0	0	0	R
HenanCDC_SMPDS2022082	0	1	0	0	0	R
HenanCDC_SMPY2022003-1	0	1	0	0	0	R
HenanCDC_SMPY2022003-2	0	1	0	0	0	R
HenanCDC_SMPY2022012-1	0	1	0	0	0	R
HenanCDC_SMPY2022013	0	1	0	0	0	R
HenanCDC_SMPY2022015-2	0	1	0	0	0	R
HenanCDC_SMPY2022016-1	0	1	0	0	0	R
HenanCDC_SMPY2022016-2	0	1	0	0	0	R
HenanCDC_SMPY2022018	0	1	0	0	0	R
HenanCDC_SMPY2022020	0	0	0	0	0	R
HenanCDC_SMPY2022030-2	0	1	0	0	0	R
HenanCDC_SMPY2022031	0	1	0	0	0	R
HenanCDC_SMPY2022033-2	0	1	0	0	0	R
HenanCDC_SMPY2022046-1	0	1	0	0	0	R
HenanCDC_SMPY2022050	0	1	0	0	0	R
HenanCDC_SMPY2022059	0	0	1	1	0	R
HenanCDC_SMPY2022063-2	0	1	0	0	0	R
HenanCDC_SMPY2022064	0	1	0	0	0	R
HenanCDC_SMPY2022065	0	1	0	0	0	R
HenanCDC_SMPY2022066	0	1	0	0	0	R
HenanCDC_SMSMXL2022014	1	0	0	0	0	R
HenanCDC_SMXC2022003	0	1	0	0	0	R
HenanCDC_SMXC2022005	0	1	0	0	0	R
HenanCDC_SMXC2022006	0	1	0	0	0	R
HenanCDC_SMXC2022009	0	1	0	0	0	R
HenanCDC_SMXC2022010	0	1	0	0	0	R
HenanCDC_SMXC2022014	0	1	0	0	0	R
HenanCDC_SMXC2022044	0	1	0	0	0	R
HenanCDC_SMXC2022047	0	1	0	0	0	R
HenanCDC_SMXC2022048	0	1	0	0	0	R
HenanCDC_SMXC2022063	0	1	0	0	0	R
HenanCDC_SMXC2022064	0	1	0	0	0	R
HenanCDC_SMXC2022068	0	1	0	0	0	R
HenanCDC_SMXCL2022006	0	1	0	0	0	R
HenanCDC_SMXX2022002	0	1	0	0	0	R
HenanCDC_SMXX2022003	0	1	0	0	0	R
HenanCDC_SMXX2022004	0	1	0	0	0	R
HenanCDC_SMXX2022011	0	1	0	0	0	R
HenanCDC_SMXX2022013	0	1	0	0	0	R
HenanCDC_SMXX2022050	0	1	0	0	0	R
HenanCDC_SMXX2022056	0	1	0	0	0	R
HenanCDC_SMXX2022058	0	1	0	0	0	R
HenanCDC_SMXXS2022005-4	0	1	0	0	0	R
HenanCDC_SMXY2022345	0	1	0	0	0	R
HenanCDC_SMZK2022002	0	1	0	0	0	R
HenanCDC_SMZK2022003	0	1	0	0	0	R
HenanCDC_SMZK2022007	0	1	0	0	0	R
HenanCDC_SMZK2022009	0	1	0	0	0	R
HenanCDC_SMZK2022019	0	1	0	0	0	R
HenanCDC_SMZK2022021	0	1	0	0	0	R
HenanCDC_SMZKL2022021	0	1	0	0	0	R
HenanCDC_SMZKRJ2022009	0	0	0	0	0	R
HenanCDC_SMZKRJ2022036	0	1	0	0	0	R
HenanCDC_SMZKRJ2022037	0	1	0	0	0	R
HenanCDC_SMZKRJ2022038	0	1	0	0	0	R
HenanCDC_SMZKRJ2022040	0	1	0	0	0	R
HenanCDC_SMZKRJ2022059	0	1	0	0	0	R
HenanCDC_SMZKRJ2022063	0	1	0	0	0	R
HenanCDC_SMZKRJ2022068	0	1	0	0	0	R
HenanCDC_SMZKRJ2022081	0	1	0	0	0	R
HenanCDC_SMZKRJ2022082	0	1	0	0	0	R
HenanCDC_SMZKRJ2022083	0	1	0	0	0	R
HenanCDC_SMZKRJ2022084	0	1	0	0	0	R
HenanCDC_SMZMD2022027	0	1	0	0	0	R
HenanCDC_SMZMD2022031	0	1	0	0	0	R
HenanCDC_SMZMD2022032-3	0	0	0	0	0	R
HenanCDC_SMZMD2022034	0	0	0	0	0	R
HenanCDC_SMZZ2022018-2	0	1	0	0	0	R
HenanCDC_SMZZ2022018-5	0	0	0	0	0	R
HenanCDC_SMZZ2022051-1	0	1	0	0	0	R
HenanCDC_SMZZ2022051-2	0	1	0	0	0	R
HenanCDC_SMZZ2022053-1	0	1	0	0	0	R
HenanCDC_SMZZ2022053-2	0	1	0	0	0	R
HenanCDC_SMZZ2022117-2	0	1	0	0	0	R
HenanCDC_SMZZ2022121	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0023	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0024	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0026	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0027	1	1	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0096	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0136	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0137	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0138	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0139	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0142	1	1	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0157	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0161	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0410	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0412	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2021-JB-SM-0414	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2021-SP-SM-001	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2021-SP-SM-019	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0003	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0004	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0005	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0007	0	0	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0013	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0017	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0020	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0021	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0024	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0028	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0031	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0032	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0033	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0034	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0035	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0039	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0041	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0042	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0043	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0044	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0047	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0048	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0051	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0053	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0057	1	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0059	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0064	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0065	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0068	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0072	1	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0073	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0074	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0075	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0077	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0079	1	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0080	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0081	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0082	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0084	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0086	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0087	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0089	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0095	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0096	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0097	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0098	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0102	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0103	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0104	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0105	1	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0109	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0110	1	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0113	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0115	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0117	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0118	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0120	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0122	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0126	1	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0129	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0132	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0133	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0134	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0135	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0136	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0140	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0142	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0145	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0146	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0147	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0148	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0149	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0150	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0151	0	1	0	0	1	R
HubeiCDC_HubeiCDC_2022-JB-SM-0152	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0153	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0155	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0156	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0157	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0158	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0159	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0162	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0164	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0165	1	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0166	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0168	1	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0172	0	0	1	1	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0173	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0174	0	0	1	1	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0177	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0178	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0181	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0182	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0183	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0184	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0185	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0187	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0188	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0190	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0191	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0192	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0194	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0195	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0197	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0198	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0204	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0205	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0206	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0207	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0208	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0211	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0213	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0215	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0217	1	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0218	1	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0223	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0226	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0227	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0229	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0232	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0233	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0234	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0237	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0238	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0239	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0240	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0241	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0242	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0243	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0245	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0246	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0247	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0248	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0250	1	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0251	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0255	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0256	1	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0257	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0259	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0260	1	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0262	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0263	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0266	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0267	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0269	1	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0270	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0273	1	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0275	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0276	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0279	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0282	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0283	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0284	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0288	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0293	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0295	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0296	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0297	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0298	0	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0301	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0302	1	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0306	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0309	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0310	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0311	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0312	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0313	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0314	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0320	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0321	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0322	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0324	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0325	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0328	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0331	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0332	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0333	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0334	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0337	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0338	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0341	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0342	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0344	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0348	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0350	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0351	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0355	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0358	1	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0359	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0360	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0362	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0365	1	0	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0372	1	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0378	0	1	0	0	0	R
HubeiCDC_HubeiCDC_2022-JB-SM-0379	1	0	0	0	0	R
HunanCDC_SM2021003	0	1	0	0	0	R
HunanCDC_SM2021004	0	1	0	0	0	R
HunanCDC_SM2021005	0	1	0	0	0	R
HunanCDC_SM2021011	0	1	0	0	0	R
HunanCDC_SM2021014	0	1	0	0	0	R
HunanCDC_SM2021015	0	1	0	0	0	R
HunanCDC_SM2021018	0	1	0	0	0	R
HunanCDC_SM2021021	0	1	0	0	0	R
HunanCDC_SM2021023	0	1	0	0	0	R
HunanCDC_SM2021024	0	1	0	0	0	R
HunanCDC_SM2021025	0	1	0	0	0	R
HunanCDC_SM2021026	0	1	0	0	0	R
HunanCDC_SM2021029	0	1	0	0	0	R
HunanCDC_SM2021030	0	1	0	0	0	R
HunanCDC_SM2021032	0	1	0	0	0	R
HunanCDC_SM2021035	0	1	0	0	0	R
HunanCDC_SM2021039	0	1	0	0	0	R
HunanCDC_SM2021042	0	1	0	0	0	R
HunanCDC_SM2021043	0	1	0	0	0	R
HunanCDC_SM2021045	0	1	0	0	0	R
HunanCDC_SM2021046	1	0	0	0	0	R
HunanCDC_SM2021052	0	1	0	0	0	R
HunanCDC_SM2021053	0	1	0	0	0	R
HunanCDC_SM2021054	0	1	0	0	0	R
HunanCDC_SM2021055	0	1	0	0	0	R
HunanCDC_SM2021057	0	1	0	0	0	R
HunanCDC_SM2021059	0	1	0	0	0	R
HunanCDC_SM2021061	0	1	0	0	0	R
HunanCDC_SM2021063	0	1	0	0	0	R
HunanCDC_SM2021066	0	1	0	0	0	R
HunanCDC_SM2021067	1	0	0	0	0	R
HunanCDC_SM2021068	0	1	0	0	0	R
HunanCDC_SM2021069	0	1	0	0	0	R
HunanCDC_SM2021070	0	1	0	0	0	R
HunanCDC_SM2021071	0	1	0	0	0	R
HunanCDC_SM2021072	0	1	0	0	0	R
HunanCDC_SM2021073	0	1	0	0	0	R
HunanCDC_SM2021075	0	1	0	0	0	R
HunanCDC_SM2021076	0	1	0	0	0	R
HunanCDC_SM2021077	0	1	0	0	0	R
HunanCDC_SM2021078	1	0	0	0	0	R
HunanCDC_SM2021079	0	1	0	0	0	R
HunanCDC_SM2021082	1	0	0	0	0	R
HunanCDC_SM2021084	1	0	0	0	0	R
HunanCDC_SM2021086	1	0	0	0	0	R
HunanCDC_SM2021087	0	1	0	0	0	R
HunanCDC_SM2021088	0	1	0	0	0	R
HunanCDC_ZD2021036	0	1	0	0	0	R
HunanCDC_ZD2021038	0	1	0	0	0	R
HunanCDC_ZD2021040	0	1	0	0	0	R
HunanCDC_ZD2021041	0	1	0	0	0	R
JS16C06	0	0	0	0	0	R
JiangxiCDC_JX079101-2017-00029	1	0	0	0	0	R
JiangxiCDC_JX079801-2017-00026	0	1	0	0	0	R
JiangxiCDC_SM-AF-2022-299F	0	1	0	0	0	R
JiangxiCDC_SM-DA-2021-365F	0	1	0	0	0	R
JiangxiCDC_SM-DHQ-2021-209	0	1	0	0	0	R
JiangxiCDC_SM-DHQ-2021-210	0	1	0	0	0	R
JiangxiCDC_SM-DHQ-2021-80	0	1	0	0	0	R
JiangxiCDC_SM-DHQ-2021-86	0	1	0	0	0	R
JiangxiCDC_SM-DHQ-2021-88	0	1	0	0	0	R
JiangxiCDC_SM-DHQ-2022-227	1	0	0	0	0	R
JiangxiCDC_SM-DHQ-2022-231	1	0	0	0	0	R
JiangxiCDC_SM-DHQ-2022-232	0	1	0	0	0	R
JiangxiCDC_SM-DHQ-2022-234	0	1	0	0	0	R
JiangxiCDC_SM-DHQ-2022-235	1	0	0	0	0	R
JiangxiCDC_SM-DHQ-2022-237	1	0	0	0	0	R
JiangxiCDC_SM-DOX-2021-104F	0	1	0	0	0	R
JiangxiCDC_SM-DOX-2021-105F	0	1	0	0	0	R
JiangxiCDC_SM-DOX-2021-75F	0	1	0	0	0	R
JiangxiCDC_SM-DX-2022-300	0	1	0	0	0	R
JiangxiCDC_SM-DX-2022-301	0	1	0	0	0	R
JiangxiCDC_SM-FC-2021-215F	0	1	0	0	0	R
JiangxiCDC_SM-FX-2020-183F	0	1	0	0	0	R
JiangxiCDC_SM-FX-2020-81F	0	1	0	0	0	R
JiangxiCDC_SM-FX-2020-82F	0	1	0	0	0	R
JiangxiCDC_SM-FX-2020-92F	0	1	0	0	0	R
JiangxiCDC_SM-FZ-2021-112	1	0	0	0	0	R
JiangxiCDC_SM-FZ-2021-114	0	0	0	0	0	R
JiangxiCDC_SM-FZ-2021-115	1	0	0	0	0	R
JiangxiCDC_SM-FZ-2021-292	0	1	0	0	0	R
JiangxiCDC_SM-FZ-2021-293	0	1	0	0	0	R
JiangxiCDC_SM-FZ-2021-294	0	1	0	0	0	R
JiangxiCDC_SM-FZ-2021-295	1	0	0	0	0	R
JiangxiCDC_SM-FZ-2021-296	1	0	0	0	0	R
JiangxiCDC_SM-FZ-2021-298	0	1	0	0	0	R
JiangxiCDC_SM-FZ-2021-302	0	1	0	0	0	R
JiangxiCDC_SM-FZ-2021-305	1	0	0	0	0	R
JiangxiCDC_SM-FZ-2021-306	0	1	0	0	0	R
JiangxiCDC_SM-FZ-2021-326	0	1	0	0	0	R
JiangxiCDC_SM-FZ-2022-196	1	0	0	0	0	R
